"","TLEVISA","WALMEX","SANMEX","PINFRA","PENOLES","ICA","OHLMEX","MEXCHEM","LIVEPOL","LALA","LAB","KOFL","KIMBER","IENOVA","ICH","GRUMA","GMEXICO","GFREGIO","GFNORTE","GFINBUR","GENTERA","GCARSO","FEMSA","GAP","CEMEX","ELEKTRA","BIMBO","ASUR","AMX","ALSEA","AC","ALFA"
"139",73.24,32.5,35.53,128.3,377.11,28.04,33.79,55.45,140.03,32.7,32.7,163.24,36.79,50.88,76.47,77.23,39.56,73.24,81.88,32.39,24.5,67.43,126.52,64.63,13.17,415.94,40.59,150.34,12.27,37.3,81.91,34.99
"140",72.4,32.7,34.59,128.01,372.23,28.06,33.43,55.17,137.76,32.73,32.73,161.76,36.72,50.62,74.48,75.11,40.46,71.96,81.33,32.28,23.98,67.4,126.16,64.7,13.09,410.78,39.76,147.77,12.41,37.24,82.77,34.99
"141",72.99,33.15,35.88,131,376.54,28.69,33.82,56.28,140.85,32.89,32.89,163.54,37.99,51.33,76.63,76.18,41.44,71.21,81.57,32.97,23.91,68.09,126.35,65.1,13.23,418.84,40.59,152.86,12.67,37.5,83.19,36.01
"142",76.98,34.16,36.35,132.08,373.81,29.53,33.77,54.41,144.34,32.18,32.18,165.71,38.2,50.44,78.69,79.53,41.93,70.98,81.92,33.51,24.79,70.04,125.13,65.82,13.01,423.82,42.38,152.78,13,40,82.35,36.05
"143",76.26,34.13,36.64,129.78,375.64,29.53,33.45,52.97,142.89,32.13,32.13,164.86,38.39,50.45,79.66,79.9,41.4,73.58,82.2,34.45,24.62,70.18,123.63,66.03,12.99,415.99,42.67,151.81,13.08,42.3,81.33,36.02
"144",75.33,33.44,36.38,126.83,366.31,28.96,33,52.52,141.17,32.01,32.01,162.41,36.79,49.09,77.35,80,40.71,70.96,81.56,33.06,23.71,69.92,121.54,65.34,12.77,410.03,41.48,148.9,12.9,40.76,80.32,35.65
"145",74.55,33.55,37.04,127.21,367.37,28.56,32.56,53.99,140.03,33.78,33.78,160.28,36.95,48.87,75.34,83.41,40.65,70.97,82.22,33.1,23.69,67.95,119.71,64.75,12.68,413.04,41.53,150.4,13.31,40.75,79.02,34.94
"146",75.29,33.98,35.47,128.13,374.92,28.42,32.74,54.13,139.29,33.35,33.35,158.92,37.16,47.4,74.15,80.63,40.77,70.57,82.55,32.96,22.71,67.95,120.17,64.23,12.56,418.62,40.61,151.42,13.15,40.2,78.95,34.06
"147",77.41,34.14,35.13,127.81,376.6,28.08,33.35,54.29,142.97,32.89,32.89,157.8,38.01,49.09,73.03,80.25,41.12,70.88,82.73,33.32,22.82,70.42,120.03,64.43,12.82,414.91,41,151.3,13.11,38.9,79.76,34.29
"148",78.01,33.75,35.29,129.12,368.51,26.68,34.03,54.12,140.07,32.69,32.69,158.89,38.57,48.99,68.91,79.42,40.69,70.22,82.84,32.51,23.78,68.61,119.55,65.2,12.7,414.89,40.91,154.27,13.23,40.45,79.34,33.69
"149",78.4,33.89,35.57,130.91,379.69,26.35,35,55.33,142.37,33.31,33.31,164.88,39.67,49.01,71.88,80.3,41.93,73.08,82.84,33.6,24.84,69.92,121.08,64.92,12.86,427.11,41.92,158.26,13.17,40.37,80.1,34.1
"150",78.17,33.67,35.38,134.06,379.26,24.93,34.06,54.87,140.85,32.64,32.64,161.73,39.43,49.62,70.84,80.13,41.7,71.09,82.37,33.16,24.23,69.97,121.96,65.36,12.68,427.48,41.47,157.87,13.03,41.49,78.94,34
"151",78.75,33.84,34.2,132.59,370.11,24.53,33.64,54.25,139.71,31.77,31.77,158.48,39.28,48.88,67.41,83.61,41.48,69.87,82.31,32.22,23.51,69.16,118.33,65.16,13.17,423.62,42.86,157.12,12.89,42,78.47,32.82
"152",77.9,33.88,34.65,132.03,379.88,24.82,33.48,54.35,140.06,33.67,33.67,157.84,39.38,48.31,68.73,84.61,41.55,71.29,82.75,33.62,24.02,69.75,121.61,65.4,13.34,438.78,43.14,157.74,12.97,41.6,78.69,34.39
"153",77.91,33.98,35.14,134.76,388.46,25.19,33.5,55.07,140.71,35.7,35.7,158.12,39.61,50.26,68.8,85.25,42.26,73.79,84.63,34.12,25.17,70.92,121.01,64.97,13.19,451.56,44,158.4,13.17,40.59,78.46,35.9
"154",78.76,34.3,36.03,134.71,396.08,25.18,33.8,54.36,140.04,35.97,35.97,157.23,39.24,51.2,66.85,85.28,42.18,73.33,84.94,33.73,25.1,72.19,122.8,63.78,13.12,445.08,44.14,156.88,13.28,40.99,78.77,35.62
"155",79.27,33.84,35.95,134.95,388.05,24.96,33.69,54.2,141.34,34.77,34.77,161.09,39.23,51.07,65.06,87.92,41.79,71.58,83.11,33.71,25.19,69.03,121.9,63.77,12.72,439.37,43.57,156.07,13.27,41.2,78.98,36.15
"156",79.7,33.92,36.52,132.38,381.75,24.77,33.53,54.49,140.91,34.77,34.77,159.02,38.93,51.48,64.3,89.42,41.21,72.29,83.28,33.61,25.42,70.19,122.05,63.86,12.83,440.12,43.83,155.95,13.29,41.15,77.45,35.78
"157",79.74,34.1,36.38,134.99,375.73,24.31,32.88,54.69,141.14,34.69,34.69,157.5,39.6,51.41,66.41,89.92,41.7,72.47,82.99,32.5,25.47,69.77,122.38,64.54,12.7,445.95,43.42,159.09,13.37,41.1,77.82,35.42
"158",79.61,34.05,36.52,140.83,385.28,24.05,32.67,54.38,141.07,34.76,34.76,157.15,39.6,51.4,67.18,89.95,41.54,71.38,82.58,32.73,25.41,70.09,119.58,64.22,12.87,443.6,43.32,159.99,13.43,41.4,78.27,35.08
"159",79.7,33.12,36.42,140.3,374.86,23.83,31.89,52.43,138.7,34.34,34.34,152.04,38.45,50.93,65.98,90.98,40.19,71.11,81.19,32.23,24.62,69.18,118.13,63.31,12.49,434.31,42.52,158.74,13.26,41.33,78.08,34.42
"160",78.27,32.06,36.21,144.54,371.08,23.7,31.84,51.9,136.41,34.7,34.7,151.57,38.6,51.1,66.51,91.4,40.88,70.68,81.83,32.43,25.27,69.34,117.9,63.43,12.43,430.02,43.17,160.85,13.36,40.78,76.58,34.64
"161",77.96,31.82,36.47,143.78,367.14,23.09,31.87,51.65,135.73,34.43,34.43,150.08,37.18,51.86,65.73,92.51,40.91,70.75,81.15,31.75,25.32,67.57,117.33,63.16,12.37,426.5,42.57,158.6,13.25,40.95,76.36,34.38
"162",75.69,32.45,36.03,150.6,353.67,23.44,31.94,51.86,133.81,35.2,35.2,148.1,37.05,51.78,67.38,88.58,39.94,71.04,81.24,31.22,25.23,64.83,118.73,61.83,12.67,422.79,41.53,155.76,13.1,40.34,75.37,34.64
"163",77.77,32.19,35.53,151.87,342.69,23.23,31.85,51.54,132.68,34.87,34.87,147.37,36.61,50.44,68.45,86.44,39.26,70.88,80.32,30.7,24.62,63.81,118.68,61.66,12.68,423.36,40.6,156.7,13.13,40.08,73.71,33.93
"164",77.29,32.84,34.63,152.24,328.9,23.31,31.76,52.22,135.52,34.78,34.78,150.57,36.31,50.36,68.55,88.63,38.39,70.57,79.29,31.58,24.35,61.82,118.33,61.24,12.55,430.84,40.93,156.56,13.08,39.01,73.85,34.2
"165",76.9,32.66,34.81,152.04,331.35,23.18,31.71,51.61,133.78,34.27,34.27,149.27,35.97,52.19,68.18,90.66,38.13,70.09,81.46,31.87,25.15,63.03,117.05,61.91,12.7,441.47,41.94,160.78,13.07,38.95,73.88,35.65
"166",76.77,33.01,34.8,152.46,334.9,23.9,31.68,52.88,134.57,34.74,34.74,148.52,37.21,52.87,69.89,91.83,40.06,70.46,82.21,32.75,25.17,65.55,118.23,61.46,12.95,445.86,42.43,164.54,13.26,38.9,74.6,35.77
"167",78.01,33.75,35.47,153.91,345.3,24.37,32.65,54.29,136.06,34.78,34.78,150.58,37.58,52.5,71.71,91.02,39.2,70.55,84.65,32.71,25.17,66.9,122.67,62.1,13.07,457.07,42.51,166.88,13.57,40.7,75.27,37.06
"168",76.51,33.56,35.18,156.58,335.53,24.49,32.26,52.99,134.39,34.65,34.65,146.9,37.61,52.11,71.45,92.62,39.04,70.99,82.95,32.98,25.23,68.37,119.22,61.63,12.82,460.36,41.71,163.4,13.66,40.8,74.03,36.92
"169",76.23,33.53,35.11,158.8,329.26,23.97,32.2,52.87,137.3,34.83,34.83,149.89,37.61,50.38,69.78,92.64,38.84,70.73,84.33,32.32,24,68.79,120.31,60.55,12.83,460.69,40.57,159.47,13.93,40.63,77.36,36.8
"170",76.99,33.37,34.72,153.04,321.73,23.6,32.25,53.52,137.46,35.68,35.68,147.3,37.34,51.8,71.38,91.75,39.14,70.54,84.99,32.98,23.99,66.97,119.3,59.61,13.07,496.2,40.76,161.39,14.13,40.4,78.75,36.52
"171",76.37,33.61,34.72,152.99,320.76,23.77,32.81,53.23,143.66,37.12,37.12,146.23,37.79,51.31,75.07,91.64,38.99,70.46,85,33.27,23.8,66.41,119.09,61.69,12.81,509.73,40.75,162.81,14.32,40,80.94,37.7
"172",76.89,33.16,35.29,148.71,314.39,23.71,32.43,53.57,142.14,36.53,36.53,146.97,36.88,51.92,72.57,89.77,38.47,70.35,85.16,32.79,23.46,66.74,119.73,61.47,12.92,539.38,40.68,166.04,14.05,39.71,80.19,36.58
"173",78.1,33.15,35.42,153.47,311.05,23.32,33.78,53.12,140.63,37.04,37.04,148.6,36.14,51.96,72.98,90.09,37.7,69.74,87.75,32.98,23.31,68.31,120.02,61.51,13.17,498.87,41.4,166.63,13.94,39.27,79.38,36.09
"174",79.06,33.67,35.47,151.08,319.91,23.8,34.05,54.7,142.28,38.25,38.25,153.4,37.49,53,72.88,90.5,37.94,71.68,89.57,34.29,24.34,68.42,124.59,62.52,13.23,458.96,40.4,171.04,14.41,38.53,80.74,37.93
"175",79.09,33.97,36.93,153.04,326.72,24.11,33.82,54.99,143.65,38.07,38.07,155.97,37.4,53.44,74.34,91.53,38.2,71.55,89.43,34.05,24.51,68.78,126.1,63.67,13.29,479.42,40.83,170.02,14.43,38.73,81.7,38.4
"176",80.07,34.64,37.36,154.21,335.93,24.81,33.86,55.6,149.6,38.41,38.41,159.84,38.21,54.29,76.32,92,38.85,73.05,89.62,34.62,24.75,69.91,125.94,64.83,13.36,470.41,40.8,173.96,14.44,39.19,82.14,38.42
"177",79.17,34.44,36.69,156.7,323.36,24.83,34.29,56.04,145.33,38.12,38.12,156.15,38.2,53.46,74.11,91.99,38.73,73.52,89.33,34.05,24.49,69.66,122.8,62.86,13.37,464.53,41.06,168.5,14.3,39.57,81.85,38.78
"178",77.04,34.26,35.65,157.92,327.48,24.69,34.31,56.31,148.41,38.12,38.12,154.42,37.98,54.33,74.93,92.46,38.05,74.11,89.66,34.12,24.49,69.63,121.78,63.37,13.18,478.93,40.24,167.54,14.25,39.98,81.55,38.58
"179",75.67,34.41,36.58,157.4,325.71,25.31,33.87,57.89,148.31,37.72,37.72,153.45,38.02,55.86,76.67,94.01,38.87,74.46,90.45,34.63,24.25,67.98,121.94,64.23,13.46,500.12,40.61,169.27,14.05,39.35,81.93,38.92
"180",74.08,34.76,36.76,156.99,322.37,25.34,34.13,58.94,147.62,39.5,39.5,154.01,38.31,55.69,79.76,91.51,39.7,75.11,91.09,34.19,24.18,69.9,120.92,65.96,13.33,499.21,40.56,168.56,13.81,39.37,82.57,38.87
"181",73.91,34.77,37.03,153.63,326.31,25.79,33.84,57.71,152.93,38.5,38.5,152.76,37.72,55.43,81.45,91.09,39.71,76.34,91.94,33.89,24.39,69.82,121.16,66.45,13.77,491.33,40.94,170.93,13.67,39.34,81.7,38.76
"182",75.18,34.66,37.75,155.02,325.43,25.59,34.19,58.08,153,38.18,38.18,154.6,37.91,55.91,85.65,95.66,40.93,77.36,92.81,33.99,24.56,71.54,122.4,65.66,13.79,482.21,41.06,168.48,13.83,39.9,82.61,38.95
"183",76.54,35,37.43,156.79,336.46,25.78,33.51,58.2,153.11,38.33,38.33,156.07,37.85,56.02,83.54,95.99,41.44,77.61,93.76,34.59,24.47,71.29,122.81,64.12,13.86,478.07,40.48,171.31,13.81,40.03,83.17,38.82
"184",77.13,34.8,36.64,154.58,336.88,25.89,33.47,57.82,153.42,38.05,38.05,158.03,37.48,54.88,80.23,95.79,40.42,76.18,93.3,34.55,24.17,71.24,124.25,64.92,13.79,481.66,39.67,169.86,13.83,40.11,82.66,37.54
"185",76.5,34.31,35.85,154,327.93,25.16,33.48,57.54,148.99,37.66,37.66,154.03,37.09,54.87,80.47,95.61,40.25,75.08,94.43,34.2,23.85,71.44,122.43,64.48,13.67,477.52,38.56,166.94,13.66,40.35,82.84,36.86
"186",75.43,34.81,36.81,152.59,327.79,24.81,33.95,57.22,153.05,38.14,38.14,155.22,36.18,54.82,82.36,93.82,40.5,76.01,96.18,34.29,24.06,68.71,122.57,64.63,13.61,470.4,38.12,167.88,13.83,40,82.32,36.58
"187",75.06,35.2,37.19,153.05,322.42,25,33.06,56.67,148.83,37.12,37.12,154.07,36.28,53.64,80.66,93.97,41.05,75.2,93.83,34.06,23.82,67.61,121.82,64.13,13.63,459.55,38,167.55,13.6,40,81.98,36.41
"188",75.36,35,37.15,155.01,317.25,25.52,33.01,56.18,146.92,35.53,35.53,156.17,36.65,55.02,79.71,94.33,41.95,75.71,92.23,34.68,24.37,68.79,123.3,64.24,14.01,461.65,38.5,167.94,13.9,39.34,80.26,36.62
"189",76.75,35.05,37.16,156.82,313.56,25.4,33.08,56.5,145.96,35.44,35.44,156.96,36.15,55.11,83.26,95.67,42.38,75.15,91.35,34.6,24.84,69.87,124.2,64.88,13.83,456.6,38.67,167.79,13.92,40.28,80,37.48
"190",76.62,34.24,37.25,152.32,319.78,26.21,32.38,55.98,146.83,35.65,35.65,157.22,36.02,54.32,80.19,97.21,43.34,77.93,90.53,34.34,24.2,68.13,124.32,64.31,14.03,456.34,38.55,169.63,13.93,40.4,78.2,37.69
"191",77.54,34.6,35.26,155.43,317.7,26.92,32.88,55.74,148.76,34.92,34.92,159,36.02,53.65,80.67,98.92,42.59,79.55,90.73,35.86,24.71,68.81,126.99,63.99,14.02,458.28,38.69,163.57,14.22,40.8,80.88,37.86
"192",78.31,34.2,35.44,154.18,318.96,27.48,33.01,55.97,150.31,34.58,34.58,158.66,36.21,54.01,82.02,98.6,42.91,80.03,90.32,35.67,24.69,68.61,127,64.39,14.1,461.53,39.04,164.02,14.24,40.8,81.05,38.02
"193",78.08,34.19,35.53,153.79,318.89,27.39,32.42,55.91,149.25,35.11,35.11,157.77,36.07,53.46,82.89,98.01,42.83,78.41,89.79,35.7,24.64,68.17,127.15,64.35,14.1,454.29,39.21,163.21,14.29,40.83,80.96,37.96
"194",78.22,34.16,35.61,155.51,324.8,27.31,32.59,55.58,149.24,35.42,35.42,158.28,36.08,52.9,86.75,97.84,43.18,77.3,89.99,36.03,24.65,69.41,127.48,64.8,14.19,452.55,39.61,163.51,14.49,40.78,81.15,37.77
"195",78.53,34.1,35.62,156.92,330.71,27.07,33.39,54.98,149.97,36.76,36.76,159.45,36.27,52.61,87.88,98.47,43.6,78.47,90.73,37.02,24.83,69.5,128.16,64.94,14.17,450.65,40.42,163.53,14.57,40.8,80.97,37.51
"196",78.7,34.26,35.5,156.02,324.18,26.95,33.43,53.76,149.07,36.62,36.62,157.92,36.39,52.17,88.07,98.78,43.23,77.6,91.36,36.93,24.42,69.45,126.4,65.67,14.18,444.47,40.2,163.24,14.45,40.88,81.65,36.62
"197",78.28,33.42,34.79,157.56,328.37,26.86,32.77,53.9,149.86,36.65,36.65,155.99,35.81,52.95,84.64,100.01,43.07,77.38,91.38,35.92,23.79,69.09,124.27,64.27,13.97,434.17,38.96,159.87,14.13,40.9,80.15,36.46
"198",78.2,33.25,34.69,154.47,327.52,26.75,32.69,53.36,147.7,35.22,35.22,156.36,36.02,53.14,81.75,103.93,42.34,77.3,92.25,35.46,24.06,69.47,123.63,62.19,13.96,424.5,38.59,153.96,14.14,41.21,80.37,36.98
"199",77.62,32.85,34.22,151.19,328.1,26.88,32.17,53.45,143.52,34.09,34.09,152.95,35.04,51.5,80.16,102.41,41.12,79.66,90.61,34.5,23.3,67.29,122.85,59.62,14.03,420.64,38.63,147.74,14.03,41.25,78.84,36.38
"200",78.96,33.38,34.76,153.1,326.81,26.84,32.4,53.79,142.76,34.48,34.48,156.68,35.43,52.68,82.74,101.19,41.35,79.99,90.94,35.65,24.51,66.77,123.22,61.87,14.03,431.85,38.19,153.51,13.93,41.9,78.99,36.16
"201",79.3,32.89,34.67,155.48,319.95,26.45,32.63,54.99,142.97,33.99,33.99,153.94,35.06,52.62,84.61,102.13,41.67,79.41,90.09,34.69,23.73,66.27,121.8,64.05,14.22,424.24,37.05,155.96,13.72,42.5,78.41,35.98
"202",79.55,33.24,33.99,157.63,319.25,26.04,32.61,54.5,142.28,33.35,33.35,153.38,35.33,53.29,83.91,102.42,42.04,78.63,90.94,34.55,23.69,65.19,122.97,64.48,14.69,423.11,36.26,151.93,13.58,42.6,77.97,35.79
"203",82.44,33.5,33.7,164.96,330.81,26.97,33.71,55.08,145.15,34.3,34.3,153.65,36.81,53.75,85.2,104.36,43.28,79.91,93.37,35.76,23.76,67.92,126.17,66.07,15.06,428.56,36.68,153.19,13.65,42.5,79.18,37.43
"204",82.01,33.09,33.56,162.36,331.39,26.48,33.68,54.42,143.68,34.5,34.5,153.8,36.69,52.15,81.81,105.29,42.93,79.97,94.3,34.94,23.74,66.65,125.33,66.31,14.63,424.76,36.66,152.07,13.55,42.6,78.18,37.41
"205",82.53,33.27,33.4,162.86,330.53,26.76,34.45,54.5,143.66,34.85,34.85,151.1,36.41,52.48,81.51,104.55,43.61,79.65,94.06,35.17,24.08,67.43,124.81,68.49,15.1,419.29,36.85,156.36,13.72,42.7,76.8,38.16
"206",83.17,33.44,34.52,163.36,328.9,27.18,34.75,54.11,146.62,34.03,34.03,148.63,36.42,53.4,82.78,105.72,42.87,80.48,91.93,35.37,24.53,67.41,123.96,68.14,15.46,429.83,36.93,157,13.95,42.85,77.01,37.5
"207",81.88,32.95,34.23,163.34,327.29,26.87,35.02,53.63,143.29,34.54,34.54,147.37,36.06,53.13,83.61,106.88,42.64,78.9,91.17,35.15,24.55,67.81,123.04,66.77,15.22,438.35,36.96,153.58,13.83,42.8,76.55,37.73
"208",80.03,32.7,34.12,163.43,331.82,26.58,35.32,52.55,142.32,34.51,34.51,146.62,35.72,53.11,81.82,106.57,43.33,77.88,90.2,34.88,24.14,68.31,123.34,65.87,15.24,434.82,36.16,153.21,13.71,42.76,75.83,36.87
"209",79.99,32.56,33.98,165.73,332.79,26.45,35.21,52.95,142.88,34.35,34.35,146.68,35.64,53.02,81.95,107.05,43.19,78.98,91.03,34.81,23.9,67.34,123.7,66.69,15.34,434.42,36.26,154.07,13.69,42.8,75.65,37.2
"210",78.45,32.61,33.73,165.44,333.06,26.08,35.36,51.7,143.11,34.9,34.9,146.22,35.36,54.49,79.93,109.54,42.13,77.64,89.62,34.62,23.97,65.96,124.03,66.79,15.72,435.78,35.21,152.28,13.67,42.95,75.73,37.63
"211",78.47,32.32,33.97,164.22,332.21,26.18,35.8,51.76,143.13,34.82,34.82,146.33,35.4,54.5,81.7,109.84,42.93,76.18,90.1,35.22,24.1,68.02,125.18,66.85,15.88,430.3,34.79,153.18,13.88,43.4,75.92,37.36
"212",76.11,31.64,33.66,164.83,323.29,26.05,34.87,51.36,140.44,34.49,34.49,146.28,34.58,55.03,80.13,108.17,42.38,73.48,90.23,34.4,24.11,66.89,123.86,66.76,15.65,429.32,34.77,155.26,13.74,43.4,73.86,36.44
"213",77.06,31.76,32.81,161.26,307.03,25.44,34.21,50.39,138.65,34.17,34.17,143.05,33.54,54.95,78.05,105.27,41.65,71.51,89.01,33.18,24.29,66.31,121.76,67.09,15.4,420.61,34.57,153.77,13.53,42.33,73.24,36.24
"214",76.84,31.97,32.2,160.27,311.86,25.88,33.66,49.44,138.71,34.05,34.05,138.28,32.92,55.06,77.68,106.5,42.44,73.57,88.02,33.18,24.8,65.9,120.7,66.94,15.35,417.42,35.28,150.12,13.52,41.67,74.2,36.21
"215",75.59,32.03,32.15,161.21,306.21,25.94,34.03,49.46,140.83,33.26,33.26,138.33,32.38,55.52,75.94,107.54,42.08,75.23,87.44,32.83,24.42,64.99,119.68,66.11,15.47,417.97,34.31,148.89,13.42,40.32,72.52,36.5
"216",75.56,31.9,32.25,161.31,306.14,25.94,32.84,48.57,140.93,32.77,32.77,137.72,32.4,55.8,76.42,107.99,41.97,75.46,88.28,32.91,24.87,66.43,120.36,67.16,15.42,411.74,34.12,149.38,13.4,40.16,72.36,37.18
"217",76.51,31.85,33.07,163.63,306.54,26.02,32.52,48.09,140.13,33.33,33.33,143.15,32.39,57.61,76.82,107.94,42.7,74.64,87.28,33.26,24.61,68.8,120.78,67.75,15.39,414.38,35.45,149.79,13.63,39.62,72.91,37.51
"218",77.82,32,29.96,162.63,313.15,25.83,32.92,46.44,140.32,33.09,33.09,142.51,33.46,57.58,80.22,108.74,43.29,73.19,84.42,33.35,24,69.85,121.18,68.25,15.28,408.31,35.53,150.85,13.55,39.96,73.43,37.7
"219",75.43,31.5,27.95,162.05,311.32,25.42,31.61,45.84,139,32.07,32.07,138.76,32.53,57.8,77.1,106.02,42.52,74.04,81.23,32.92,23.12,68.33,118.92,67.94,15.22,407.57,34.53,148.99,13.37,40.19,73.21,37.15
"220",75.15,31.38,27.8,162.84,314.93,24.78,31.75,46.64,139.1,32.69,32.69,135.54,31.41,57.8,76.78,107.68,42.77,72.86,83.11,32.9,23.09,68.06,117.24,67.33,15.5,405.07,34.62,145.02,13.07,40.2,72.79,36.35
"221",76.84,31.19,27.88,160.72,311.54,25.04,31.86,46.83,140.92,33.53,33.53,136.01,32.37,59.24,76.8,107.54,43.43,74.54,83.79,32.83,23.26,67.71,117.5,66.43,15.81,406.92,35.3,146.28,13.3,39.34,71.55,36.85
"222",78.34,29.85,27.97,161.26,313.02,25.71,32.93,47.49,138.81,33.92,33.92,136.59,31.92,60.02,77.14,106.43,43.67,73.03,85.78,32.89,23.47,69.93,121.13,66.34,15.8,402.89,35.4,146.52,13.47,39,70.9,36.48
"223",78.11,29.74,27.34,162.48,338.84,25.1,32.31,46.15,138.48,33.77,33.77,135.74,32.59,58.06,76.12,104.59,42.6,73.94,84.94,32.45,23.13,68.84,118.73,65.86,15.56,400.28,34.28,146.09,13.26,39.3,70.14,36.8
"224",78.15,29.9,28.67,163.38,346.73,24.8,33.38,46.94,140.96,34.8,34.8,137.59,32.84,58.8,80.08,104.36,42.73,75.46,87.12,32.48,23.45,69.92,120.58,66.36,15.77,412.43,35.17,146.81,13.59,38.49,71.77,37.38
"225",78.45,30.12,28.73,163.71,341.86,25.08,33.93,48.8,140.07,34.48,34.48,137.64,33.57,59.11,80.04,104.74,43.45,74.35,86.66,31.78,23.34,70.3,119.23,65.25,15.88,413.33,35.5,145.8,13.42,39.65,72.13,36.81
"226",76.41,30.17,28.52,163.65,354.81,24.94,33.61,48.06,141.38,35.2,35.2,140.39,32.98,58.55,79.81,103.99,43.88,73.5,85.43,32,23.05,68.49,118.32,64.78,15.82,418.44,35.04,146.51,13.28,39.65,72.5,34.34
"227",77.13,30.71,28.82,169.25,359.13,25.36,33.4,48.06,143.02,34.99,34.99,141.7,33.13,58.22,82.61,107.65,44,75.65,86.78,32.39,23.37,69.45,119.91,67.02,15.99,421.53,35.75,146.05,13.37,39.59,72.62,34
"228",76.75,30.91,28.77,172.99,357.15,25.4,33.46,47.97,143.04,34.7,34.7,141.14,33.16,58.5,83.42,110.95,44.09,74.5,86.19,32.38,23.3,68.81,120.41,66.98,15.99,415.49,35.77,147.07,13.36,41.99,73.4,34.27
"229",75.67,30.55,29.17,170.14,352.02,25.12,33.74,48.6,144.98,34.15,34.15,143.6,33.36,58.52,84.03,110.17,43.06,73.01,86.88,31.44,23.63,68.6,119.72,66.31,16.24,415.64,34.99,145.4,13.11,41.83,73.18,33.2
"230",74.24,29.23,29.54,171.9,357.78,24.59,33.51,46.42,145.75,33.32,33.32,140.17,33.03,58.17,84.36,109.55,42.47,74.24,87.33,31.31,23.45,66.92,118.88,65.97,16.41,412.41,34.34,144.12,12.94,41.77,74.22,32.39
"231",74.61,28.96,29.43,171.5,348.88,24.39,33.1,46.4,142.93,33.42,33.42,141.25,32.09,58.96,81.26,108.03,41.57,73.31,87.24,31.08,23.36,67.6,118.11,65.7,16.48,400.1,33.73,142.48,12.67,41.29,72.36,32.14
"232",76.31,28.77,29.7,173.75,348.88,24.05,33.75,46.89,143.34,33.41,33.41,139.34,32.41,59.88,80.28,107.48,41.82,73.49,87.24,32,23.29,69.19,118.06,65.83,16.25,406.1,35.01,142.55,12.66,41.38,72.37,31.66
"233",77.6,28.61,29.98,174.66,341.96,23.5,34.37,46.77,139.01,33.12,33.12,135.73,33.14,59.85,81.8,108.5,42.58,72.61,87.7,32.65,22.87,69.7,117.91,66.13,16.27,401.31,35.7,144.45,12.49,41.25,71.94,32.31
"234",75.91,28.39,29.49,172.99,338.43,22.58,33.56,45.02,136.76,33.86,33.86,130.97,31.79,59.1,79.8,107.25,42.08,71.74,85.22,31.64,22.74,67.35,113.68,66.6,15.85,391.75,34.7,144.4,12.41,42.25,70.71,31.68
"235",75.8,28.06,29.31,173.91,323.47,21.7,33.56,42.73,129.97,32.56,32.56,125.05,31.43,59.03,77.84,107.86,41.4,70.66,82.57,31.4,22.77,67.17,112.88,65.59,16.13,383.32,34.21,144.81,12.32,41.7,69.91,31.72
"236",76.14,28.22,29.01,173.76,321.19,21.45,33.39,43.04,134.2,31.53,31.53,128.8,31.63,58.02,78.68,105.65,41.48,70.26,84.15,31.36,22.47,68.1,115.48,67.09,16.18,379.05,34.31,146.85,12.46,41.5,69.62,31.99
"237",77.9,28.09,29.24,171,321.85,21.65,33.34,43.17,137.21,31.32,31.32,128.43,31.43,57.86,81.18,104.44,40.73,69.15,86.03,31.74,22.54,69.07,113.49,66.88,16.03,378.08,34.75,147.8,12.19,40.97,69.47,31.89
"238",78.63,28.13,28.81,170.35,316.8,21.71,33.27,42.89,135.01,30.46,30.46,128.1,31.78,58.77,78.91,102.6,40.6,68.37,85.22,30.63,22.69,66.32,112.89,67.29,15.61,373.98,34.46,147.23,12.29,41.42,67.25,30.79
"239",82.94,28.46,29.26,170.25,314.12,23.1,34.34,42.83,137.2,31.84,31.84,129.01,32.33,58.65,78.3,107.38,41.23,69.01,86.97,30.68,22.82,66.49,114.43,68.45,15.95,372.1,35.93,146.73,12.1,41.3,69.55,31.65
"240",83.07,28.71,28.92,168.67,317.27,23.62,34.33,42.37,134.69,32.75,32.75,128.95,32.27,58.55,76.56,108.38,41.82,69.42,85.4,30.43,23.18,65.6,113.94,68.57,15.86,376.36,35.68,146.5,12.06,41,69.34,31.87
"241",83.74,29.12,29.93,171.32,329.38,24.14,34.97,43.04,131.83,33.93,33.93,132.17,31.93,59.62,76.61,108.82,41.71,71.08,83.8,31.1,23.72,66.16,113.27,65.9,15.85,378.46,35.86,151.68,12.09,40.8,71.05,31.72
"242",81.79,29.21,29.96,171.26,316.14,23.73,34.2,42.58,131.14,33.36,33.36,126.65,32.9,58.92,75.16,108.7,40.3,70.47,83.58,30.87,23.84,65.56,111.84,65.31,15.8,385.66,34.8,154.31,12.28,41.98,71.63,30.99
"243",82.82,29.39,29.45,172.93,318.45,23.78,34.45,41.64,131.85,32.34,32.34,126.87,32.98,57.9,73.59,106.51,39.01,70.49,81.22,30.82,23.73,65.47,110.39,65.99,15.6,390.34,34.71,150.45,12.33,40.91,71.74,31.03
