"","TLEVISA","WALMEX","SANMEX","PINFRA","PENOLES","ICA","OHLMEX","MEXCHEM","LIVEPOL","LALA","LAB","KOFL","KIMBER","IENOVA","ICH","GRUMA","GMEXICO","GFREGIO","GFNORTE","GFINBUR","GENTERA","GCARSO","FEMSA","GAP","CEMEX","ELEKTRA","BIMBO","ASUR","AMX","ALSEA","AC","ALFA"
"456",93.87,29.21,28.33,170.18,278.95,17.36,27.49,42.01,143.71,22.44,22.44,129,30.93,69.84,65.16,153.27,38.5,72.84,74.02,38.35,28.09,68.98,125.15,89.61,13.45,504.39,38.84,189.43,15.61,41.01,92.13,30.39
"457",93.98,29.44,27.94,167.24,280.74,17.19,28.94,42.73,141.14,21.06,21.06,125.05,31.1,70.07,63.82,154.62,38.98,72.33,74.77,37.31,28.11,66.54,123.68,92.42,13.38,519.6,37.81,186.63,15.78,40.71,89.03,30.51
"458",93.97,29.41,28.32,171.44,295.66,17.12,30.51,43.57,142.75,21.51,21.51,127.06,30.88,72.24,63.9,154.96,40.04,73.95,77.88,38.15,27.89,66.39,125.3,94.84,13.17,544.48,39.16,193.18,15.75,39.82,89.4,29.91
"459",93.86,29.44,28.36,171.78,293.27,17.16,29.02,43.58,142.83,21.67,21.67,125.55,30.73,71.25,63.93,154.01,39.42,73.41,77.55,37.97,27.95,66.41,125.23,95,13.17,559.82,39.18,193.93,15.76,39.61,89.38,29.39
"460",94.7,29.67,28.71,173.85,299.4,16.95,29.39,43.89,142.45,22.78,22.78,127.57,30.13,71.8,63.75,156.95,39.7,76.15,78.28,37.77,27.98,68.59,126.73,97.9,13.36,563.53,39.8,199.62,16.05,39.21,89.23,29.6
"461",97.32,29.88,30.23,176.62,301.14,16.95,30.6,43.88,144.62,23.82,23.82,128.13,30.57,71.24,64.18,161.93,41.3,77.27,79.84,39.41,28.26,68.64,129.87,97.53,13.34,566.87,40.1,201.64,16.25,39.63,89.08,29.99
"462",100.02,30.51,31.62,178.98,311.88,17.1,30.08,45.39,149.49,24.8,24.8,128.38,29.62,71.21,64.02,167.53,41.82,79.75,78.96,40.53,28.23,68.38,132.63,99.24,13.73,573.24,40.87,201.25,16.44,39.94,90.09,30.23
"463",98.69,30.04,31.44,180.82,306.19,16.95,30.6,44.64,151.18,25.01,25.01,125.5,29.91,71.38,63.97,165.75,40.38,78.35,80.52,39.98,28.35,67.25,128.41,97.42,13.44,567.84,40.41,196.61,16.37,40.49,89.5,29.88
"464",99.67,30.6,31.38,182.47,306.75,16.97,30.84,45.01,152.65,25.61,25.61,124.71,29.56,72.6,64.43,169.31,41.44,78.9,79.97,40.28,29.35,67.5,128.33,98.19,13.48,577.31,40.3,203.31,15.98,41.4,90.47,30.39
"465",99.28,30.47,31.63,180.34,305.46,16.52,30.9,44.5,152.99,25.32,25.32,126.69,29.39,72.27,63.79,167.04,41.07,79.54,80.65,40.82,29,69.23,128.01,99.47,13.54,579.55,39.95,203.59,15.79,41.7,90.93,30.21
"466",98.15,30.22,31.9,177.54,302.08,16.02,30.79,43.71,157.2,25.15,25.15,125.04,29.01,73.87,65.06,166.24,40.56,79.53,79.62,40.28,28.91,69.08,127.49,98.59,13.28,583.69,39.23,200.57,15.54,41.69,90.65,29.35
"467",98.61,30.01,31.72,171.5,295.42,15.25,29.34,43.17,156.72,24.67,24.67,123.66,28.58,72.43,63.28,166.86,40.21,79.35,78.81,40.89,28.31,67.43,126.71,98.09,13.38,576.29,39.43,199.94,15.46,41.5,88.99,28.55
"468",97.56,28.95,31.74,168.72,295.88,15.57,28.46,41.56,153.57,23.74,23.74,121.47,28.56,71.18,61.38,162.36,39.59,77.55,76.07,38.65,28.32,65.57,125.19,96.71,12.8,564.28,38.14,195.98,15.22,41.8,88.6,27.47
"469",98.63,28.44,32.84,172.79,290.92,15.16,29.23,42.76,157.85,24.37,24.37,123.16,28.27,72.15,62.17,168.24,41.01,75.93,79.25,40.01,29.14,63.71,125.89,95.06,13.19,556.45,39.77,192.51,15.22,41.5,88.91,29.44
"470",99.99,29.04,33.69,173.2,297.69,14.46,29.72,41.8,156.69,24.02,24.02,121.66,28.45,71.27,62.39,169.03,43.61,78.24,79.09,40.52,28.86,64.92,127.21,97.7,12.56,545.03,39.03,193.95,15.22,40.76,88.97,28.6
"471",99.77,29.59,34.63,176.88,300.09,14.84,29.76,43.81,159.55,24,24,122.7,29.05,72.46,63.27,173.23,44.6,79.49,79.01,40,29.23,65.2,129.56,98.61,14.2,547.92,38.77,194.37,15.33,40.36,90.41,28.88
"472",98.02,32.18,33.39,177.75,303.55,14.8,29.93,44.14,155.98,23.9,23.9,122.85,29.85,73.51,62.93,173.22,45.15,78.4,79.58,40.22,28.64,66.05,129.43,98.96,14.13,541.08,39.33,199.76,15.36,40.5,92.3,29.12
"473",98.54,32.8,32.96,175.97,301.48,14.36,29.66,43.22,156.33,23.05,23.05,122.35,29.9,72.46,62.01,171.19,45.19,77.05,78.94,39.97,28.4,66.37,131.74,100.01,14.34,529.44,38.81,197.87,15.36,41.8,92.29,29.72
"474",100.87,33.03,32.34,173.61,299.62,14.2,29.06,41.95,155.81,22.27,22.27,124.52,29.34,71.14,63.56,172.03,44.48,77.03,78.04,39.32,28.35,65.64,132.13,99.1,14.01,540,38.92,197.08,15.34,41.45,91.37,28.86
"475",99.73,32.51,32.29,173.61,303.08,13.75,28.83,42.15,154,21.63,21.63,125.03,28.75,71.76,63.86,168.95,44.11,75.21,76.47,38.59,28.5,64.11,130.4,95.83,13.86,533.81,39.69,193.16,14.76,42.5,90.16,27.94
"476",104.71,33.12,32.16,174.99,306.48,13.68,29.28,43.73,161.62,21.89,21.89,125.87,29.68,71.16,64.17,169.43,44.93,77.39,79.21,39.35,29.18,63.71,132.82,98.42,14.27,538.45,40.55,198.44,15.37,41.78,91.93,28.38
"477",103.57,32.97,32.71,175.37,302.96,13.24,29.58,42.96,161.14,22.03,22.03,126.02,30.03,73.12,63.49,168.35,45.23,77.2,79.99,39.69,29.23,64.8,131.83,96.88,14.12,537.22,40.62,197.16,15.54,42,92.61,28.22
"478",104.46,32.98,32.6,170.58,299.94,12.98,29.47,42.95,159.58,21.94,21.94,125.68,30,73.24,63.51,170.85,44.9,77.55,80.17,39.58,29.09,64.11,130.47,96.18,14.09,537.87,40.46,196.34,15.49,41.84,91.89,28.2
"479",104.58,33.35,33.14,172.69,302.08,12.28,28.04,42.72,159.82,21.77,21.77,125.21,30.15,74.57,63.53,170.43,45.44,77.17,81.56,40,29.5,65.51,133.2,98.22,14.37,537.67,40.92,199.13,15.47,41.74,92.6,27.42
"480",99.77,35.29,32.87,172.13,302,12.53,27.52,42.41,161.69,21.96,21.96,125.92,30.87,74.13,63.79,169.02,45.73,77.85,79.22,39.79,28.94,66.41,130.56,94.75,14.13,534.7,42.14,196.24,15.52,41.7,92.99,27.89
"481",99.06,35.51,32.88,173.71,301.39,13.46,28.48,42.75,168.29,21.61,21.61,128.24,31.04,74.62,63.78,172.58,46.06,79.02,80.19,39.64,29.28,64.7,131.88,95.66,14.22,530.84,42,198.48,15.53,42.37,93.26,27.38
"482",99.58,35.68,32.79,172.41,300.46,14.14,28.55,42.77,166.64,21.89,21.89,131.05,30.78,75.42,63.86,175.48,46.83,79.01,80.75,39.68,29.02,64.75,134.32,96.27,14.39,527.69,41.81,199.29,15.51,42.98,93.36,28.62
"483",102.16,35.92,32.63,173.53,298.07,14.09,29.65,42.36,165.41,21.39,21.39,131.69,30.21,77.49,63.92,180.42,47.09,78.5,80.32,40.11,29.23,63.96,136.26,96.24,14.54,518.99,42.94,201.92,15.18,43,92.59,28.99
"484",100.97,36.18,32.96,175.22,303.89,14.08,29.1,44.08,167.05,21.6,21.6,130.34,30.21,77.54,66.27,176.52,46.36,77.1,80.67,41.43,29.83,65.99,137.98,98.25,14.8,513.89,42.85,202.55,15.17,43.6,91.6,30.62
"485",100.3,37.1,32.65,174.69,301.08,13.83,29.21,44.84,163.66,22.13,22.13,128.43,30,78.23,64.46,173.64,45.27,78.03,80.63,41.58,29.19,66.88,136.13,98.48,14.62,517.83,42.35,202.51,15.19,44.3,92.57,31.4
"486",101.95,36.81,32.46,179.05,304.08,13.81,29.34,43.31,166.45,22.15,22.15,132.03,29.62,79.37,64.99,180.35,46.02,77.47,80.73,42.48,28.62,65.19,142.98,98.53,14.82,511.45,42.74,203.02,15.39,44.45,93.14,32.53
"487",101.61,36.59,32.98,179.01,317.72,13.51,30.86,43.58,168.9,16.32,16.32,129.08,29.88,78.36,68.15,183.13,45.22,79.4,81.19,41.98,28.66,67.48,142.73,98.9,14.57,498.72,42.22,205.03,15.19,44.1,94.78,32.39
"488",102.49,36.03,32.95,175.44,306.44,13.21,29.93,42.24,167.2,13.06,13.06,124.51,28.83,78.35,65.7,193.91,45.26,79.67,80.13,42.18,28.38,66.54,143.54,97.35,14.61,507.81,41.79,204.73,15.01,46,93.01,31.98
"489",103.98,36.04,32.81,173.7,303.34,13.28,30.02,41.68,164.89,12.07,12.07,121.97,28.74,77.83,64.42,190.81,44.69,78.02,80.09,41.83,28.44,64.96,142.82,96.81,14.38,494.48,41.92,203.81,14.89,47.48,92.66,31.32
"490",103.58,36.29,32.94,169.43,290.74,12.68,29.8,40.64,165.78,11.76,11.76,120.35,29.12,77.69,62.58,194.86,44.85,77.66,80.54,41.35,27.59,61.17,138.85,97.34,14.19,475.73,41.81,202.49,14.83,45.6,91.73,31.32
"491",105.46,36.84,32.73,165.42,289.87,12.31,30.18,41.83,169.17,13.15,13.15,123.01,28.84,78.81,61.8,198.18,44.68,79.76,82.79,41.78,27.13,62.07,139.93,93.82,14.36,460.45,41.13,199.71,14.64,46.24,91.94,31.6
"492",106.93,37.1,32.93,164.58,281.6,12.91,28.8,42.04,170.43,13.31,13.31,124.23,28.9,80.09,61.88,197.36,43.9,79.7,82.98,41.14,27.38,61.94,138.26,94.05,13.83,439.2,40.81,200.06,14.65,47.3,91.43,30.82
"493",105.91,37.34,32.92,165.74,284.24,12.42,29.02,41.51,167.75,13.04,13.04,122.2,29.43,80.37,62.35,201.85,43.97,78.12,82.81,40.95,27.92,62.56,136.68,93.16,13.85,442.42,41.64,197.29,14.67,47,92.53,30.68
"494",106.01,38.09,33.02,165.36,269.42,12.15,28.07,40.72,167.28,12.45,12.45,122.58,29.52,79.76,62.02,198.08,43.17,77.23,83.54,40.07,27.26,62.17,135.3,91.79,13.74,440.43,40.87,196.89,14.53,46.41,92.32,29.81
"495",106.56,38.33,34.2,168.07,259.7,12.11,27.38,41.05,167.65,13.83,13.83,123.19,29.59,80.01,63.14,194.13,43.76,77.65,84.72,39.97,27.49,62.02,136.38,94.04,13.87,438.91,41.82,196.99,14.43,47.2,91.45,30.48
"496",106.51,39.62,34.5,170.49,269.3,13.37,27.56,42.02,178.31,14.81,14.81,127.23,30.52,80.73,63.3,202.5,45.11,78.21,85.99,40.17,27.84,62.93,139.88,94.02,14.37,435.42,42.47,204.74,14.48,47.2,92.12,31.68
"497",106.22,39.71,33.73,167.58,269.16,13.55,27.55,41.9,175.06,14.7,14.7,126.6,30.43,80.56,63.31,206.7,45.1,78.29,86.81,39.49,27.25,63.72,139.64,94.73,14.38,439.81,42.5,200.84,14.5,46.89,91.37,31.4
"498",105.36,39.02,34.43,166.46,260.45,13.17,28.01,41.06,170.62,14.88,14.88,125.13,29.73,82.06,65.05,205.37,44.73,78.34,87.99,39.49,27.26,63.99,138.74,95.77,14.21,439.7,42.08,201.7,14.43,46.01,91.49,30.9
"499",102.77,37.83,34.84,169.49,265.62,13.12,28.09,41.79,178.46,14.29,14.29,124.01,30.4,83.76,64.18,202.8,45.34,78.57,89.58,40.62,27.92,66.88,141.87,97.26,14.03,448.86,43.07,204.45,15.26,46.19,91.52,31.76
"500",103.99,37.59,34.1,169.31,270.63,12.99,27.82,41.27,179.48,13.83,13.83,122.03,30.17,84.34,61.85,199.11,45.79,77.26,89.4,39.74,27.77,67.47,142.51,95.86,13.74,442.22,42.81,203.49,14.93,45.89,91.64,32.13
"501",103.97,37.47,33.92,168.04,276.85,13.25,27.96,41.94,174.65,14.21,14.21,123.33,30.03,83.57,62.76,196.86,46.08,78.08,86.6,40,27.73,67.28,140.08,95.42,13.88,421.72,43.91,204.99,14.94,47.07,91.23,31.82
"502",103.21,37.83,33.38,165.72,278.05,13.14,28.68,41.51,174.91,13.89,13.89,122.46,30.14,83.07,62.6,199.55,46.07,79.06,86.99,39.99,27.73,65.27,141.35,97.51,14.09,411.49,44.49,205.79,14.98,46.85,93.32,31.68
"503",100.64,37.63,32.82,165.5,272.3,12.9,28.63,41.12,173.59,13.7,13.7,120.12,29.45,82.31,62.79,194.37,45.92,78.55,85.61,39.07,27.88,64.45,141.2,97.04,14,411.25,43.78,205.76,14.85,47.09,93.19,31.58
"504",99.98,36.97,32.78,166.32,272.62,12.61,28.15,40.81,173.25,13.71,13.71,119.22,29.92,82.78,62.9,195.27,45.29,79.23,85.05,37.5,27.44,62.88,139.73,96.65,13.77,413.9,42.49,206.6,14.78,46.43,92.59,31.2
"505",100.57,37.82,32.77,165.76,268.54,12.4,28.27,40.52,175.61,14,14,119.46,30.47,82.7,62.74,196.89,44.45,78.97,87.97,38.85,27.17,64.91,143.46,97.79,13.84,405.34,42.62,210.44,14.83,45.6,92.73,31.55
"506",102.28,37.98,33.56,165.12,268.73,12.57,29.04,40.47,176.9,14.27,14.27,121.2,31.04,83.7,62.51,198.29,45.13,77.86,87.97,38.65,27.32,64.16,143.38,98.8,13.95,402.41,43.13,208.18,15,45.69,92.87,31.34
"507",100.8,38.11,33.35,162.71,265.42,12.42,29.01,39.84,180.01,14.45,14.45,121.76,31.38,83.24,62.39,193.64,45.05,77.71,88.52,38.52,27.47,63.39,143.11,97.59,13.91,394.54,43.26,205.52,14.86,45.7,93.69,30.8
"508",103.77,38.24,33.86,165.99,271.05,12.33,27.87,39.62,178.89,15.56,15.56,120.94,31.74,82.51,62,196.27,44.64,78.31,89.6,38.33,27.46,64.55,144.03,98.57,13.78,393.21,43.22,213.29,15.4,44.99,93.01,31.06
"509",104.81,38.97,34.4,169.85,276.15,12.78,28.96,41.24,180.46,15.97,15.97,122.75,32.08,84.98,62.43,199.97,45.13,78.98,90.38,39.52,27.73,65.46,144.84,97.52,14.45,405.22,44.33,208.9,15.46,45.09,94.78,31.86
"510",104.6,39.2,33.85,168.26,272.05,12.96,29.57,42.11,182.86,16.64,16.64,126.45,32,85.67,62.29,201.94,45.45,79.41,92.05,38.49,27.65,65.47,145.84,97.71,14.53,404.15,44.04,213.46,15.2,46.15,96.72,33.15
"511",105.37,39.88,34.24,171.02,269.5,13.06,29.22,41.83,180.95,17.6,17.6,123.68,32.05,82.95,61.95,201.55,45.36,82.48,91.42,39.39,27.64,66.15,147.16,97.83,14.23,402.71,43.43,218.19,15.01,46.02,97.17,33.53
"512",106.76,39.46,33.55,169.21,266.28,12.9,29.06,41.46,174.73,18.9,18.9,125.07,31.18,83.15,61.34,197.56,45.06,81.94,90.32,39.57,27.44,66.02,147.46,98.4,14.29,406.57,42.99,217.77,15.16,45.96,97.79,32.82
"513",107.64,39.17,34.17,168.81,270.13,12.55,29.95,41.6,174.61,18.05,18.05,124.44,30.55,82.07,61.5,199.02,44.69,82.09,87.74,39.66,27.36,65.9,147.47,98.41,14.31,402.43,43,219.67,15.38,45.98,98.2,32.21
"514",107.87,39.67,33.63,170.79,271.19,14.08,29.97,41.23,179.83,18.41,18.41,123.74,30.65,82.23,60.67,202.78,45.2,80.74,87.1,40.72,26.81,64.41,146.7,98.61,14.33,400.34,42.78,216.42,15.48,45.17,96.97,32.26
"515",107.19,38.97,33.59,171.21,266.35,14.78,29.54,40.8,178.76,18.01,18.01,122.51,30.84,84.21,60.93,199.55,46.18,82.01,87.61,40.35,27.15,64.72,146.44,98.06,14.4,399.21,42.53,213.09,15.49,46.43,96.71,32.91
"516",108.26,38.74,33.69,171.03,269.73,14.66,30.08,41.91,175.93,17.52,17.52,122.67,30.69,86.09,63.2,201.91,46.47,83.42,87.35,39.74,27.29,65.05,145.11,97.96,14.76,397.5,42.74,216.82,15.79,46.8,97.75,33.15
"517",107.7,38.63,33.66,175.13,273.25,14.66,29.66,42.71,178.84,17.87,17.87,124.52,31,84.91,63.92,201.05,46.17,83.05,89.34,40.22,27.43,64.03,145.27,97.76,14.71,398.58,43.53,214.5,16.02,47.25,97.99,33.13
"518",105.16,37.71,33.52,175.51,266.46,14.2,29.02,42.73,174.57,17.55,17.55,120.71,31,85.24,63.67,197.06,45.8,82.7,89.11,39.3,26.75,63.71,143.52,97.32,14.53,392.94,42.69,214.52,16.01,47.2,97.71,33.15
"519",106.32,38.23,33.59,173.73,264.22,13.98,29.1,42.61,176.48,17.76,17.76,120.21,31.53,86.5,64.24,195.86,45.79,82.26,87.81,39.13,27.15,62.66,143.98,99.08,14.47,392.12,42.18,216.07,16.06,47.05,97.38,33.04
"520",108.11,38.98,33.8,174.95,261.65,14.25,29.09,42.71,175.62,17.6,17.6,121.33,31.53,87.24,64.5,200.42,45.55,82.77,88.22,39.34,26.68,62.91,144.79,101.8,14.55,387.71,42.67,219.04,16.1,47.02,96.99,32.61
"521",108.99,37.56,33.89,175.03,260.6,14.25,29.8,44.14,174.58,16.88,16.88,120.93,30.68,89.44,64.39,201.66,45.7,82.8,87.77,39.02,27.04,62.2,143.86,101.39,14.83,404.05,42.13,222.66,16.05,47.1,96.53,32.61
"522",109.2,37.15,33.68,175.09,262.02,14.19,29.18,44.74,177.62,16.51,16.51,120.69,31.1,89.29,65.13,196.44,45.98,83.44,87.28,39.19,27.51,63.88,144.69,104.02,14.94,406.55,43.19,230.55,16.25,45.94,96.71,32.35
"523",112.71,37.1,33.88,178.77,265.18,14.17,30.01,44.01,176.52,16.79,16.79,120.01,33.21,90.49,65.83,192.58,46.73,83.88,87.72,39.32,27.5,65.29,144.71,110.62,15.31,409.06,42.36,232.14,16.11,45.82,96.27,32.6
"524",112.09,36.13,33.45,181.41,263.6,14.19,30.02,44.86,172.43,17.47,17.47,121.16,33.37,90.24,64.44,186.67,47.02,84.08,86.89,38.79,27.58,63.81,141.44,111.5,15.41,407.33,42.1,233.72,16.1,46.98,95.95,32.46
"525",112.26,36.15,31.86,183.98,261.99,13.89,30.03,44.75,172.85,17.38,17.38,121.35,33.4,92.12,64.45,188.98,47.59,86.08,88.98,38.18,27.53,64.46,140.68,109.77,15.32,408.94,42.18,225.33,15.8,47.49,96.44,31.75
"526",111.4,35.63,31.56,181,267.03,14.02,30.71,44.3,168.56,17.14,17.14,122.28,33.28,91.48,64.58,185.43,46.92,86.85,86.88,37.7,26.66,63.86,140.59,109.18,15.22,411.64,42.14,222.77,15.58,47.5,94.75,32.15
"527",111.66,36.24,31.26,176.39,260.21,13.62,30.91,43.94,168.53,18.1,18.1,122.73,33.39,89.28,62.58,184.99,47.36,87.98,87.48,36.63,26.19,63.24,139.08,106.59,14.8,401.32,41.2,217.15,15.29,47,94.25,31.15
"528",113,36.64,31.32,174.19,267.85,13.91,30.96,45.78,171.02,18.01,18.01,123.93,34.31,86.43,63.15,192.88,47.85,86.31,89.56,37.04,27.25,63.69,142.55,109.29,15.01,401.71,41.69,222.06,15.34,47.9,97.39,32.35
"529",109.56,36.66,31.4,173.88,269.19,13.94,30.68,45.61,169.31,17.91,17.91,125.18,33.4,84.94,63.45,185.72,48.06,85.94,89.76,37.12,27.1,64.84,142.92,111.05,14.94,400.05,42.26,227.5,15.15,46.99,97.01,33.5
"530",108.83,36.98,31.17,170.22,271.98,13.93,27.07,45.53,173.3,17.46,17.46,125.61,33.66,84.33,65.07,185.46,48.61,85.38,88.65,36.83,26.93,65.86,142.26,109.93,14.81,400.82,42.09,229.55,14.99,47.02,97.43,32.73
"531",108.91,36.78,30.93,173.88,267.21,13.89,24.3,44.5,176.09,16.9,16.9,122.93,33.82,86.5,65.39,188.59,48.58,85.35,88.9,37.31,26.55,65.07,143,107,14.92,402.94,41.68,227.49,15.05,47,97.03,31.34
"532",110.52,37.48,30.66,175.42,268.39,13.87,25.93,44.76,176.12,17.01,17.01,123.83,34.27,86.18,63.57,189.73,48.77,87.71,90.39,37.56,26.65,65.21,144.68,107.65,15.27,401.75,41.9,226.81,14.97,47.45,96.23,31.32
"533",111.49,37.53,30.56,172.94,270.65,14.08,24.62,44.83,170.89,16.86,16.86,125.84,34.19,85.91,64.95,187.17,48.76,86.3,90.85,37.24,27.23,65.08,145.68,108.41,15.44,397.47,41.63,228.77,14.92,47.26,96.4,31.12
"534",111.07,37.56,30.13,171.23,270.55,13.98,24.46,44.6,173.57,16.99,16.99,123.14,34.2,84.32,62.97,191.44,49.3,86.41,88.99,36.82,26.59,64.49,143.92,110.13,15.4,385.88,41.87,224.99,14.76,47.65,97.1,31.82
"535",110.38,37.7,30.59,173.07,281.08,13.85,25,45.77,171.93,16.6,16.6,127.97,33.89,82.78,64.24,192.81,49.77,86.05,88.59,36.8,26.39,64.74,144.18,110.91,15.36,389.1,42.69,223.9,14.7,48.09,97.37,32
"536",110.16,37.79,30.03,171.6,286.42,13.98,24.89,46.99,172.22,16.61,16.61,127.46,34.12,82.16,65.22,188.94,49.96,86.14,88.08,36.47,26.19,65.92,145.42,110.48,15.51,400.98,42.91,227.32,14.96,48,97.81,32.2
"537",110.36,37.82,30.24,173.03,285.09,14.16,24.94,46.99,173.39,16.79,16.79,128.44,33.59,82.82,65.16,194.29,49.7,85.77,88.47,36.57,26.34,65.9,144.85,110.74,15.67,395.81,42.38,229.96,15.01,47.7,98.06,31.85
"538",110.99,38,30.63,172.12,285.66,14.21,24.64,47.12,174.65,17.22,17.22,130.2,33.64,82.83,65.31,194.38,49.31,86.61,88.63,37.12,26.32,65.52,147.73,109.7,15.51,397.06,42.5,230.21,14.89,47.8,97.93,31.76
"539",111.36,38.22,30.31,172.54,281.93,14,24.2,47,174.68,17.55,17.55,130.89,33.83,83.49,65.2,197.06,48.7,86.85,87.78,37.08,26.05,65.78,146.55,108.64,15.48,397.06,42.44,228.46,14.85,47.95,98.44,32.34
"540",110.74,38.08,30.26,177.24,273.24,13.8,24.1,47.15,173.58,17.22,17.22,131.64,34.04,82.92,64.97,199,48.79,86.04,86.94,36.97,26.18,65.27,146.16,108.88,15.32,395.82,42.25,227.31,15.07,47.66,97.98,32.02
"541",110.37,38.06,30.26,176.23,278.98,13.93,24,47.4,173.51,17.27,17.27,129.5,34,81.9,64.81,198.46,48.59,85.77,87.07,36.65,25.94,65.53,145.52,110.06,15.3,399.27,41.92,228.17,14.91,47.7,96.23,31.61
"542",113.87,37.32,30.15,176.2,275.76,13.82,24.71,46.24,170.5,17.21,17.21,128.21,33.55,80.97,64.55,197.31,48.39,85.44,86.73,36.66,25.62,65.5,143.12,110.06,15,397.65,41.76,227.74,14.84,47.01,96.24,31.48
"543",112.58,37.09,30.23,175.52,274.49,13.93,24.79,46.73,171.46,17.33,17.33,129.97,33.48,81.45,64.56,196.99,48.3,84.77,86.87,36.86,25.87,65.85,142.14,110.65,14.96,397.35,41.62,225.52,14.99,47,96.15,31.4
"544",113.69,37.16,29.04,171.59,266.22,13.34,23.95,46.38,172.84,16.84,16.84,126.03,32.52,80.55,63.31,195.26,47.6,84.92,86.07,36.06,25.89,64.05,138.54,110.36,14.77,394.06,40.9,224.99,15.05,46.7,92.84,30.65
"545",114.64,37.17,29.29,174.2,266.18,13.12,22.42,45.99,173.36,17.13,17.13,126.83,32.96,80.75,63.53,198.52,47.89,85.77,85.73,36.04,26.03,63.28,140.41,111.37,15.05,393.05,40.88,228.98,15.23,46.71,95.52,30.15
"546",116.74,37.38,29.42,171,267.6,12.98,20.82,46.08,174.59,17.5,17.5,128.01,33.59,82.32,64.97,199.6,47.8,84.91,86.93,35.72,26.15,63.31,139.22,110.69,14.69,392.57,40.98,225.83,15.39,45.96,94.86,30.41
"547",116.44,38.02,28.98,167.75,271.44,12.93,20.75,46.66,173.17,16.61,16.61,131.46,34.13,82.47,64.07,203.34,47.69,84.97,86.93,35.17,26.44,65.1,137.03,109.56,14.42,390.22,41.68,222.17,15.38,46.7,93.38,30.26
"548",118.13,37.86,28.84,169.95,268.77,13.02,21.51,45.95,175.19,17.31,17.31,127.69,34.03,82.68,63.32,199.09,46.55,85.46,85.62,35.78,26.72,64.69,138.52,109.09,14.3,390.93,41.08,222.56,15.6,46.5,93.2,30.79
"549",119.53,38.11,29.22,169.87,271.15,13.04,22.1,46.02,174.75,17.18,17.18,127.57,33.97,80.99,62.96,198.56,47.13,85.08,85.78,35.47,26.51,63.47,138.99,108.8,14.58,380.64,40.73,223.29,15.58,46.65,92.74,31.09
"550",118.13,37.37,29.07,170.37,269.75,13.09,22.44,46.2,176.19,16.76,16.76,126.2,34.18,81.12,63.88,202.43,47,84.98,85.28,35.13,26.37,64.02,138.38,110.77,14.35,386.22,40.44,225.04,15.53,46.38,92.41,31.52
"551",115.81,39.23,28.91,168.68,267.01,12.89,22.02,45.4,176.43,16.61,16.61,124.89,33.7,81.59,62.16,202.27,46.17,85.04,86.11,35.14,26.81,62.85,137.95,109.46,14.25,382.41,40.26,220.91,15.24,46.2,93.55,31.96
"552",116.21,38.99,27.97,170.69,269.79,12.76,21.25,45.81,175.4,16.59,16.59,125.14,33.25,81.41,62.09,199.98,46.58,84.77,85.54,35.33,26.89,63.39,138.23,108.57,14.54,382.1,40.31,220.31,15.18,45.87,92.46,32.07
"553",115.64,39.08,28.24,168.95,266.3,12.69,20.35,46.71,177.54,16.35,16.35,124.98,33,81.31,62.23,202.83,46.83,85.36,85.42,35.41,27.17,65.35,136.9,109.11,14.57,377.66,40.94,219.94,15.14,45.7,93.2,32.16
"554",115.43,39.17,28.1,168.86,265.23,12.61,20,46.62,178.56,16.52,16.52,125.41,33.38,80.61,61.82,202.05,47.34,85.87,86.63,35.55,27.5,65.87,137.85,108.28,14.61,371.33,41.25,217.72,14.91,45.64,92.82,31.55
"555",115.62,39.4,27.9,170.19,265.62,12.55,19.69,46.14,179.04,16.33,16.33,123.86,32.95,81,62.29,203.63,47.33,87.94,86.3,35.71,27.36,65.04,137.15,107.34,14.75,361.63,41.31,217.2,15.1,46,94.12,31.2
"556",118.4,39.26,27.64,171.14,266.18,12.37,18.78,46.6,178.82,15.78,15.78,124.58,33.03,82.52,62.6,202.39,47.28,89.75,86.13,36.43,27.27,65.42,138.52,109.44,14.71,363.92,41.24,217.26,14.94,47.25,93.14,31.02
"557",119.1,39.44,27.7,169.64,266.73,12.15,19.15,46.24,178.17,15.86,15.86,123.6,33.05,82.56,62.42,204.61,47.64,88.32,86.17,36.1,27.46,64.81,137.76,108.73,14.73,363.65,41.02,221.13,15.03,47.53,93.17,30.93
"558",119.41,39.47,27.58,166.2,270.59,12.07,19.1,46.11,179.24,15.53,15.53,122.78,32.74,81.97,63.02,203.66,47.69,88.14,84.77,35.43,27.32,65.23,136.36,108.15,14.56,360.35,40.6,215.41,14.93,46.89,92.06,30.24
"559",119.72,39.71,28.28,168.03,266.55,12.21,18.47,46,179.36,15.16,15.16,123.62,32.68,83.4,62.33,205.73,48.27,88.33,86.11,35.5,27.54,65.37,138.12,109.05,14.66,356.38,40.63,219.01,15,47.7,93.25,30.7
"560",118.64,39.86,28.64,168.1,264.87,12.24,19,46.19,179.56,15.26,15.26,127.08,33.33,83.02,62.42,203.36,47.6,87.86,85.13,35.69,27.51,65.5,140.09,107.41,14.78,365.04,40.69,217.6,15.05,47.69,92.07,30.96
"561",118.29,39.47,29.12,169.24,272.39,12.35,20.03,46.12,179.68,15.45,15.45,128.07,33.4,82.9,62.61,201.1,48.09,88.9,86.92,35.55,27.61,65.63,140.04,106.95,14.84,362.03,40.95,217.21,15.47,47.63,92.55,30.98
